DateTime,Entries,UniqueIPs
1579658406,6293,6293
1579660204,6327,6327
1579662005,6413,6413
1579663805,6404,6404
1579665604,6444,6444
1579667405,6527,6527
1579669204,6588,6588
1579671004,6597,6597
1579672804,6576,6576
1579674603,6696,6696
1579676404,6777,6777
1579678204,6864,6864
1579680004,6474,6474
1579681804,6405,6405
1579683604,6472,6472
1579685404,6416,6416
1579687204,6362,6362
1579689003,6301,6301
1579690803,6460,6460
1579692603,6362,6362
1579694404,6493,6493
1579696203,6531,6531
1579698003,6454,6454
1579699803,6424,6424
1579701604,6476,6476
1579703404,6680,6680
1579705204,6785,6785
1579707004,6865,6865
1579708804,6972,6972
1579710604,7076,7076
1579712404,7249,7249
1579714204,7266,7266
1579716004,7311,7311
1579717804,7346,7346
1579719604,7412,7412
1579721404,8319,8319
1579723204,8902,8902
1579725004,8403,8403
1579726804,8085,8085
1579728604,7893,7893
1579730403,7491,7491
1579732204,6910,6910
1579734004,6775,6775
1579735805,6684,6684
1579737605,6555,6555
1579739405,6505,6505
1579741205,6261,6261
1579743005,6106,6106
1579744805,5992,5992
1579746605,5952,5952
1579748406,5988,5988
1579750205,5741,5741
1579752006,5121,5121
1579753805,4756,4756
1579755605,4613,4613
1579757405,4524,4524
1579759205,4382,4382
1579761005,4296,4296
1579762805,4259,4259
1579764604,4174,4174
1579766405,4831,4831
1579768204,5213,5213
1579770005,5335,5335
1579771805,5524,5524
1579773605,5473,5473
1579775404,5409,5409
1579777205,5201,5201
1579779004,5052,5052
1579780805,5130,5130
1579782606,5168,5168
1579784406,5205,5205
1579786206,5192,5192
1579788005,5158,5158
1579789806,4507,4507
1579791605,4197,4197
1579793406,3961,3961
1579795207,3863,3863
1579797007,3856,3856
1579798808,3955,3955
1579800607,3862,3862
1579802406,3932,3932
1579804208,3935,3935
1579806008,3885,3885
1579807807,3817,3817
1579809606,4132,4132
1579811407,4471,4471
1579813208,5317,5317
1579815008,6391,6391
1579816807,7024,7024
1579818609,7213,7213
1579820408,7535,7535
1579822208,7787,7787
1579824007,7893,7893
1579825808,8002,8002
1579827607,8135,8135
1579829407,8318,8318
1579831207,8305,8305
1579833007,8003,8003
1579834807,7505,7505
1579836622,6720,6720
1579838408,6065,6065
1579840207,5652,5652
1579842006,5695,5695
1579843806,5768,5768
1579845606,5808,5808
1579847406,5878,5878
1579849205,5956,5956
1579851006,6088,6088
1579852806,6158,6158
1579854605,6238,6238
1579856405,6323,6323
1579858204,6425,6425
1579860003,6462,6462
1579861804,6059,6059
1579863603,5696,5696
1579865403,5393,5393
1579867203,5130,5130
1579869003,4822,4822
1579870802,4589,4589
1579872602,4362,4362
1579874402,4191,4191
1579876202,3981,3981
1579878001,4093,4093
1579879802,3986,3986
1579881601,3887,3887
1579883401,3973,3973
1579885201,4222,4222
1579887001,5128,5128
1579888801,6444,6444
1579890603,6865,6865
1579892402,7184,7184
1579894202,7339,7339
1579896003,7442,7442
1579897804,7580,7580
1579899603,7663,7663
1579901404,7758,7758
1579903204,7899,7899
1579905004,7910,7910
1579906804,8136,8136
1579908604,8079,8079
1579910404,5392,5392
1579912204,4220,4220
1579914004,4203,4203
1579915804,4054,4054
1579917604,4000,4000
1579919405,4076,4076
1579921205,4137,4137
1579923004,4318,4318
1579924804,4382,4382
1579926605,4456,4456
1579928405,4498,4498
1579930206,4525,4525
1579932004,5197,5197
1579933805,5468,5468
1579935605,5573,5573
1579937405,5626,5626
1579939205,5739,5739
1579941005,5770,5770
1579942804,5895,5895
1579944605,6061,6061
1579946404,6143,6143
1579948205,6253,6253
1579950004,6272,6272
1579951804,6292,6292
1579953604,6330,6330
1579955405,6234,6234
1579957204,6201,6201
1579959004,6096,6096
1579960804,5915,5915
1579962604,6384,6384
1579964404,7220,7220
1579966204,7222,7222
1579968005,6710,6710
1579969804,6454,6454
1579971605,6527,6527
1579973404,6473,6473
1579975205,6634,6634
1579977005,7083,7083
1579978804,7490,7490
1579980604,7740,7740
1579982404,8041,8041
1579984205,8303,8303
1579986005,7797,7797
1579987805,7483,7483
1579989604,7303,7303
1579991406,7133,7133
1579993205,7205,7205
1579995005,7274,7274
1579996807,7108,7108
1579998607,6960,6960
1580000406,6779,6779
1580002206,6441,6441
1580004006,6057,6057
1580005806,5507,5507
1580007606,5060,5060
1580009406,4683,4683
1580011207,4470,4470
1580013006,4259,4259
1580014806,4282,4282
1580016607,4137,4137
1580018407,4013,4013
1580020206,4295,4295
1580022007,4529,4529
1580023806,4498,4498
1580025606,4643,4643
1580027407,4820,4820
1580029206,4891,4891
1580031006,4999,4999
1580032806,5317,5317
1580034607,5425,5425
1580036406,5835,5835
1580038208,6063,6063
1580040008,5072,5072
1580041808,5232,5232
1580043607,5227,5227
1580045407,5152,5152
1580047208,5149,5149
1580049008,5168,5168
1580050808,4633,4633
1580052608,4684,4684
1580054407,5178,5178
1580056208,5174,5174
1580058008,4868,4868
1580059809,4738,4738
1580061608,4652,4652
1580063408,4807,4807
1580065207,4981,4981
1580067007,5132,5132
1580068809,5356,5356
1580070608,5442,5442
1580072409,5508,5508
1580074208,5718,5718
1580076007,5713,5713
1580077808,5673,5673
1580079607,5692,5692
1580081408,5714,5714
1580083207,5522,5522
1580085007,5492,5492
1580086807,5380,5380
1580088609,4834,4834
1580090407,4367,4367
1580092208,3994,3994
1580094007,3678,3678
1580095826,3634,3634
1580097608,3641,3641
1580099408,3684,3684
1580101207,3679,3679
1580103007,3782,3782
1580104806,3628,3628
1580106607,3604,3604
1580108407,3706,3706
1580110207,3919,3919
1580112007,4114,4114
1580113808,4084,4084
1580115608,4190,4190
1580117407,4182,4182
1580119207,4284,4284
1580121007,4392,4392
1580122809,4562,4562
1580124609,4367,4367
1580126407,3986,3986
1580128209,3775,3775
1580130008,3484,3484
1580131809,3284,3284
1580133609,3124,3124
1580135408,3037,3037
1580137207,2905,2905
1580139008,2978,2978
1580140808,3084,3084
1580142607,3148,3148
1580144408,2996,2996
1580146208,3030,3030
1580148009,3148,3148
1580149808,3399,3399
1580151609,3615,3615
1580153410,3877,3877
1580155209,4153,4153
1580157009,4398,4398
1580158809,4634,4634
1580160608,4826,4826
1580162408,5020,5020
1580164209,5140,5140
1580166008,5093,5093
1580167810,4724,4724
1580169609,4346,4346
1580171409,3703,3703
1580173208,3423,3423
1580175009,3097,3097
1580176807,2849,2849
1580178609,2588,2588
1580180409,2452,2452
1580182208,2510,2510
1580184010,2635,2635
1580185810,2629,2629
1580187608,2743,2743
1580189409,2684,2684
1580191209,2817,2817
1580193008,2898,2898
1580194809,2988,2988
1580196609,3115,3115
1580198409,3194,3194
1580200209,3248,3248
1580202009,3379,3379
1580203809,3551,3551
1580205608,3646,3646
1580207408,3822,3822
1580209210,4059,4059
1580211009,4258,4258
1580212810,4317,4317
1580214608,4262,4262
1580216409,4262,4262
1580218209,4122,4122
1580220010,3968,3968
1580221808,3723,3723
1580223610,3360,3360
1580225410,3419,3419
1580227210,4048,4048
1580229008,4190,4190
1580230809,4305,4305
1580232610,4433,4433
1580234410,4386,4386
1580236209,4289,4289
1580238010,4274,4274
1580239810,4191,4191
1580241610,3947,3947
1580243410,3882,3882
1580245209,3865,3865
1580247009,3894,3894
1580248810,4029,4029
1580250609,4368,4368
1580252409,4643,4643
1580254211,4971,4971
1580256009,4883,4883
1580257810,4565,4565
1580259610,4297,4297
1580261411,4174,4174
1580263211,3709,3709
1580265011,3281,3281
1580266812,2885,2885
1580268611,2755,2755
1580270410,2893,2893
1580272209,2977,2977
1580274009,2852,2852
1580275811,3126,3126
1580277610,3306,3306
1580279410,3479,3479
1580281210,3642,3642
1580283010,3715,3715
1580284810,3658,3658
1580286610,3802,3802
1580288410,4126,4126
1580290210,4307,4307
1580292009,4665,4665
1580293810,4784,4784
1580295609,4807,4807
1580297408,5110,5110
1580299210,5059,5059
1580301008,5012,5012
1580302809,4866,4866
1580304609,4782,4782
1580306409,4701,4701
1580308210,4660,4660
1580310007,4501,4501
1580311809,4442,4442
1580313608,4619,4619
1580315408,4518,4518
1580317208,4744,4744
1580319008,4987,4987
1580320809,5129,5129
1580322608,5327,5327
1580324407,5728,5728
1580326208,5750,5750
1580328008,5725,5725
1580329808,5689,5689
1580331608,5620,5620
1580333407,5279,5279
1580335209,5280,5280
1580337008,5268,5268
1580338809,5213,5213
1580340608,5098,5098
1580342408,4650,4650
1580344208,4669,4669
1580346008,4634,4634
1580347808,4464,4464
1580349608,4407,4407
1580351409,4393,4393
1580353208,4457,4457
1580355009,4380,4380
1580356808,4445,4445
1580358609,4605,4605
1580360408,4705,4705
1580362208,4677,4677
1580364008,4718,4718
1580365808,4810,4810
1580367609,4758,4758
1580369409,4942,4942
1580371208,5032,5032
1580373008,5144,5144
1580374808,5146,5146
1580376609,5212,5212
1580378408,5138,5138
1580380209,5180,5180
1580382009,5071,5071
1580383810,5209,5209
1580385608,5099,5099
1580387408,5393,5393
1580389209,5669,5669
1580391008,5738,5738
1580392809,5940,5940
1580394607,6083,6083
1580396408,5918,5918
1580398208,5957,5957
1580400008,5807,5807
1580401808,6178,6178
1580403609,6053,6053
1580405408,5716,5716
1580407208,5056,5056
1580409009,4585,4585
1580410808,4448,4448
1580412608,4565,4565
1580414408,4730,4730
1580416207,4812,4812
1580418008,4879,4879
1580419808,4640,4640
1580421608,4805,4805
1580423408,4828,4828
1580425208,5165,5165
1580427008,5437,5437
1580428807,5525,5525
1580430607,5484,5484
1580432407,5254,5254
1580434208,5043,5043
1580436009,4977,4977
1580437808,4556,4556
1580439608,4376,4376
1580441408,4006,4006
